title,ingredients,directions,link,source,NER
Low Cholesterol Banana Bread,"[""1 1/2 c. all-purpose flour"", ""1/2 c. sugar"", ""2 tsp. baking powder"", ""1 tsp. baking soda"", ""1/2 tsp. salt"", ""1/2 c. wheat germ"", ""3 medium ripe bananas, mashed (about 1 c.)"", ""1/4 c. oil"", ""4 egg whites"", ""1/4 c. buttermilk or dry buttermilk *""]","[""Sift together flour, sugar, baking powder, soda and salt."", ""Mix in wheat germ."", ""Add all remaining ingredients and beat until well blended."", ""Place in a greased 8 x 4-inch loaf pan."", ""Bake at 350\u00b0 for about one hour, or until done."", ""Makes one loaf.""]",www.cookbooks.com/Recipe-Details.aspx?id=250108,Gathered,"['flour', 'sugar', 'baking powder', 'baking soda', 'salt', 'germ', 'bananas', 'oil', 'egg whites', 'buttermilk']"
One Hour Rolls,"[""1 c. milk"", ""2 Tbsp. sugar"", ""1 pkg. dry yeast"", ""1 Tbsp. salt"", ""3 Tbsp. Crisco oil"", ""2 c. plain flour""]","[""Put flour into a large mixing bowl."", ""Combine sugar, milk, salt and oil in a saucepan and heat to boiling; remove from heat and let cool to lukewarm."", ""Add yeast and mix well."", ""Pour into flour and stir."", ""Batter will be sticky."", ""Roll out batter on a floured board and cut with biscuit cutter."", ""Lightly brush tops with melted oleo and fold over."", ""Place rolls on a cookie sheet, put in a warm place and let rise for 1 hour."", ""Bake at 350\u00b0 for about 20 minutes. Yield: 2 1/2 dozen.""]",www.cookbooks.com/Recipe-Details.aspx?id=294341,Gathered,"['milk', 'sugar', 'yeast', 'salt', 'Crisco oil', 'flour']"
Annie'S Diabetic Candy,"[""1 (8 oz.) Jell-O sugar-free vanilla or French vanilla pudding (put in dry)"", ""1 (8 oz.) Philadelphia light cream cheese"", ""2 Tbsp. butter"", ""2 Tbsp. peanut butter or more if you would like""]","[""Mix all ingredients, form in small balls and roll in chopped peanuts."", ""Keep refrigerated.""]",www.cookbooks.com/Recipe-Details.aspx?id=942266,Gathered,"['vanilla', 'cream cheese', 'butter', 'peanut butter']"
Church Windows,"[""1/2 c. oleo"", ""1 large package chocolate chips"", ""1 c. chopped nuts"", ""1 large bag miniature colored marshmallows"", ""1 can coconut""]","[""Melt oleo and chocolate chips in a sauce pan, cool and add nuts and marshmallows."", ""Shape into 3 logs."", ""Spread coconut on wax paper and roll logs in coconut to coat."", ""Wrap logs in wax paper and refrigerate over night."", ""Cut into thin slices.""]",www.cookbooks.com/Recipe-Details.aspx?id=89618,Gathered,"['oleo', 'chocolate chips', 'nuts', 'colored marshmallows', 'coconut']"
Nonfat Strawberry Smoothie,"[""2 c. nonfat vanilla frozen yogurt"", ""1 1/2 c. fresh strawberries"", ""2 Tbsp. sugar"", ""2 tsp. lemon juice"", ""2 c. crushed ice"", ""additional fresh strawberries""]","[""Combine yogurt, 1 1/2 cups strawberries, sugar, lemon juice and ice in container of an electric blender; process until smooth. Garnish with additional strawberries.""]",www.cookbooks.com/Recipe-Details.aspx?id=224353,Gathered,"['nonfat vanilla', 'fresh strawberries', 'sugar', 'lemon juice', 'crushed ice', 'fresh strawberries']"
Pizza Cups,"[""3/4 lb. ground beef"", ""1 (6 oz.) can tomato paste"", ""1 Tbsp. minced onion"", ""1/2 tsp. salt"", ""1 (10 oz.) can biscuits"", ""3/4 c. shredded Mozzarella cheese""]","[""Brown and drain beef."", ""Stir in tomato paste, onion and seasoning."", ""Cook over low heat for 5 minutes, stirring frequently. Place biscuits in a greased muffin pan, pressing to cover bottom and sides."", ""Spoon 1/4 cup of meat mixture into biscuit-lined cups and sprinkle with cheese."", ""Bake at 400\u00b0 for 12 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=702991,Gathered,"['ground beef', 'tomato paste', 'onion', 'salt', 'biscuits', 'Mozzarella cheese']"
Fruit Cocktail Cake,"[""1 1/4 c. flour"", ""1 c. sugar"", ""1 tsp. cinnamon"", ""1 (15 oz.) can fruit cocktail"", ""1/4 tsp. salt"", ""1 tsp. baking soda"", ""1/2 stick butter"", ""1 egg""]","[""Mix all ingredients."", ""Do not"", ""beat."", ""Pour"", ""into greased and floured 8-inch square cake pan."", ""Bake"", ""at 350\u00b0 for 1 hour. Serve with whipped topping."", ""Makes 6 to 8 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=863498,Gathered,"['flour', 'sugar', 'cinnamon', 'fruit cocktail', 'salt', 'baking soda', 'butter', 'egg']"
Quick Peach Cobbler,"[""4 sliced peaches"", ""1 tsp. cinnamon"", ""1 c. sugar"", ""1 c. flour"", ""1/4 tsp. salt"", ""1 c. sugar"", ""2 tsp. baking powder"", ""1 tsp. vanilla"", ""1 stick oleo""]","[""Mix peaches, cinnamon and 1 cup sugar."", ""Put in bottom of 9 x 13-inch pan."", ""Sift flour, salt, 1 cup sugar, baking powder and vanilla in a bowl."", ""Pour over peaches."", ""Melt oleo and pour over all."", ""Bake at 350\u00b0 for 50 to 60 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=451126,Gathered,"['peaches', 'cinnamon', 'sugar', 'flour', 'salt', 'sugar', 'baking powder', 'vanilla', 'oleo']"
Oatmeal Pecan Coffee Cake,"[""2 c. all-purpose flour"", ""1 c. quick cooking oats"", ""1 c. packed light brown sugar"", ""1/2 c. pecans, chopped"", ""1 1/2 tsp. baking powder"", ""1/2 tsp. baking soda"", ""1 tsp. cinnamon"", ""1/3 c. packed light brown sugar"", ""1/2 tsp. cinnamon"", ""1/4 c. margarine, melted and cooled"", ""1/2 c. pecans, chopped""]","[""Preheat oven to 350\u00b0."", ""Grease 13 x 9-inch baking pan."", ""Combine dry ingredients in large mixing bowl."", ""Whisk eggs and buttermilk together."", ""Add to dry ingredients with melted margarine and stir until blended."", ""Pour into pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=467039,Gathered,"['flour', 'cooking oats', 'brown sugar', 'pecans', 'baking powder', 'baking soda', 'cinnamon', 'brown sugar', 'cinnamon', 'margarine', 'pecans']"
Tortilla Chip Casserole,"[""2 lb. hamburg *"", ""1 onion, chopped"", ""1 clove garlic, minced"", ""1 c. sour cream"", ""1 (8 oz.) bottle taco sauce"", ""1 (6 oz.) can tomato paste"", ""2 (4 oz.) cans chopped green chiles"", ""8 oz. tortilla chips, crushed"", ""3/4 lb. Monterey Jack cheese, shredded""]","[""Brown hamburg, onion and garlic over high heat, stirring. Drain fat."", ""Reduce heat to medium."", ""Stir in sour cream, taco sauce and tomato paste."", ""Heat completely.""]",www.cookbooks.com/Recipe-Details.aspx?id=706498,Gathered,"['onion', 'clove garlic', 'sour cream', 'taco sauce', 'tomato paste', 'green chiles', 'tortilla chips', 'cheese']"
Squash Casserole,"[""2 c. cooked squash"", ""1 can cream of chicken soup"", ""1 medium onion, chopped"", ""1 carrot, grated"", ""1 c. sour cream"", ""1 box chicken flavor Stove Top stuffing mix""]","[""Mix"", ""all"", ""together"", ""except"", ""the"", ""stuffing mix and put a layer of\tmix"", ""and a layer of squash until all has been used. Bake at 325\u00b0 for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=655097,Gathered,"['cream of chicken soup', 'onion', 'carrot', 'sour cream', 'chicken flavor']"
Seven Layer Salad,"[""1 head lettuce, torn in small pieces"", ""1 box frozen peas"", ""1 head cauliflower, torn up"", ""8 to 10 strips bacon, crisped and broken"", ""1 pkg. dry Hidden Valley ranch dressing"", ""1 pt. mayonnaise"", ""shredded cheese""]","[""Layer first six ingredients in large salad bowl."", ""Cover and refrigerate overnight."", ""Add cheese and toss before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=817531,Gathered,"['head lettuce', 'frozen peas', 'cauliflower', 'bacon', 'dry Hidden Valley ranch dressing', 'mayonnaise', 'cheese']"
Chewy Chocolate Chip Cookies,"[""3 1/2 c. flour"", ""1 tsp. baking soda"", ""1 1/2 c. softened margarine"", ""1 c. firmly packed brown sugar"", ""1 c. granulated sugar"", ""1/4 tsp. salt (optional)"", ""1 tsp. vanilla"", ""2 eggs or 3 egg whites"", ""1 pkg. (12 oz.) semi-sweet real chocolate chips""]","[""Combine all dry ingredients and set aside."", ""Beat margarine, sugar, vanilla and eggs until light and fluffy."", ""Blend in flour mixture."", ""Stir in chips."", ""Drop from tablespoon, 2 inches apart onto ungreased baking sheets."", ""Bake at 375\u00b0 for about 12 to 15 minutes or until golden brown."", ""Do not overbake."", ""Makes about 6 dozen cookies.""]",www.cookbooks.com/Recipe-Details.aspx?id=1080773,Gathered,"['flour', 'baking soda', 'margarine', 'brown sugar', 'sugar', 'salt', 'vanilla', 'eggs', 'semi-sweet real chocolate chips']"
Pumpkin Muffins,"[""1/3 c. shortening"", ""1 1/3 c. sugar"", ""2 eggs"", ""1 c. pumpkin"", ""1/3 c. water"", ""1 1/2 c. plus 3 Tbsp. flour"", ""2 tsp. baking soda"", ""3/4 tsp. salt"", ""1/4 tsp. baking powder"", ""1/2 tsp. cinnamon"", ""1/2 tsp. cloves"", ""1/3 c. chopped nuts"", ""1/3 c. raisins""]","[""Heat oven to 350\u00b0."", ""Cream sugar and shortening."", ""Add eggs, pumpkin and water and mix at low speed."", ""Blend in flour, soda, salt, baking powder, cinnamon and cloves."", ""Stir in nuts and raisins."", ""Bake about 20 minutes or until tester comes out clean.""]",www.cookbooks.com/Recipe-Details.aspx?id=551136,Gathered,"['shortening', 'sugar', 'eggs', 'pumpkin', 'water', 'flour', 'baking soda', 'salt', 'baking powder', 'cinnamon', 'cloves', 'nuts', 'raisins']"
Snickerdoodles,"[""1 c. butter, soft"", ""1 1/2 c. sugar"", ""2 eggs"", ""2 3/4 c. flour"", ""2 tsp. cream of tartar"", ""1 tsp. baking soda"", ""1/2 tsp. salt""]","[""This dough will be stiff."", ""Roll in walnut size balls."", ""Roll in 1/2 cup of sugar and 1 teaspoon of cinnamon."", ""Grease a cookie sheet."", ""Place on cookie sheet and bake at 350\u00b0 for 10 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=373721,Gathered,"['butter', 'sugar', 'eggs', 'flour', 'cream of tartar', 'baking soda', 'salt']"
Jicama Sun Delight(Appetizer)  ,"[""1 medium jicama"", ""2 medium cucumbers"", ""2 medium Sunkist fresh oranges"", ""2 fresh lemons""]","[""Cut outside skin off jicama."", ""Slice into 1/4-inch pieces. Slice smaller, if desired."", ""Peel skin off of cucumbers; slice small in 1/8-inch pieces."", ""Peel oranges into sections."", ""Squeeze 1/4 sections of lemon over vegetables and fruit."", ""Add more, if desired."", ""Keeps in fridge for about a week in sealed bowl.""]",www.cookbooks.com/Recipe-Details.aspx?id=447838,Gathered,"['jicama', 'cucumbers', 'oranges', 'fresh lemons']"
Corned Beef Hash Swirls,"[""Bisquick"", ""can corned beef hash"", ""mustard"", ""salt and pepper to taste""]","[""Make dough according to Bisquick directions on box."", ""Roll out until about 1 inch thick."", ""(Shape, as you roll out into an oblong shape.)"", ""Thinly spread with a knife, mustard on top of dough. Then, salt and pepper lightly or to taste."", ""Spread corned beef hash on top of the mustard, salt and pepper."", ""Then, lengthwise, roll up securely and pan freeze."", ""When frozen, take out and with a sharp knife, cut roll into 3/4 to 1 inch slices."", ""Bake in moderate oven at approximately 350\u00b0 for 15 or 20 minutes or freeze, individually and reheat frozen for a longer period of time."", ""Whether you serve right away or serve after being frozen, pour on top either a cream cheese sauce or a sauce made of 1 can of cream of celery soup, adding a little water."", ""A good lunch!!""]",www.cookbooks.com/Recipe-Details.aspx?id=542734,Gathered,"['Bisquick', 'beef hash', 'mustard', 'salt']"
Cranberry Relish,"[""1 c. cranberries, ground"", ""1 c. sugar"", ""1/4 c. orange juice"", ""1 tsp. orange peel"", ""1 pkg. lemon jello"", ""1/2 c. hot water"", ""1/2 c. cold water"", ""1/2 c. nuts"", ""1/2 c. celery"", ""1 envelope plain gelatin"", ""1/4 c. cold water"", ""1/2 c. hot water""]","[""Mix first 4 ingredients; let stand overnight."", ""Add lemon jello, dissolved in hot water."", ""Add cold water, nuts, celery and plain gelatin dissolved in 1/4 cup cold water and 1/2 cup hot water.""]",www.cookbooks.com/Recipe-Details.aspx?id=648301,Gathered,"['cranberries', 'sugar', 'orange juice', 'orange peel', 'lemon jello', 'hot water', 'cold water', 'nuts', 'celery', 'gelatin', 'cold water', 'hot water']"
D.J.'S Summer Delight,"[""1 head cauliflower"", ""broccoli stems"", ""1 purple onion"", ""2 tomatoes"", ""1 large cucumber"", ""celery"", ""green bell pepper"", ""1 large bottle Ranch dressing with bacon""]","[""Dice all of the ingredients into small bite size pieces in a large mixing bowl."", ""Combine all ingredients and salt lightly."", ""Do not use broccoli florets, just the stems; peel and dice."", ""Pour the entire bottle of Ranch dressing into mixture; stir and chill."", ""Will keep in refrigerator for days.""]",www.cookbooks.com/Recipe-Details.aspx?id=139981,Gathered,"['cauliflower', 'broccoli stems', 'purple onion', 'tomatoes', 'cucumber', 'celery', 'green bell pepper', 'bacon']"
Apple Cider Salad,"[""6 oz. box orange jello"", ""4 c. apple cider"", ""1 c. raisins"", ""1 c. chopped apples"", ""1 c. chopped celery"", ""juice and rind of 1 lemon""]","[""Dissolve jello in 2 cups hot cider."", ""Stir in raisins and cool. Add remaining cider and chill until slightly thickened."", ""Add rest of ingredients and chill until firm.""]",www.cookbooks.com/Recipe-Details.aspx?id=185158,Gathered,"['orange jello', 'apple cider', 'raisins', 'apples', 'celery', 'lemon']"
Deer Jerky,"[""4 Tbsp. soy sauce"", ""4 Tbsp. Worcestershire sauce"", ""1 Tbsp. ketchup"", ""1/4 Tbsp. onion salt"", ""1/4 Tbsp. garlic powder"", ""1/2 tsp. salt"", ""1 tsp. black pepper"", ""dash of ground cayenne red pepper""]","[""This recipe is for 11 pounds of deer meat."", ""Mix ingredients and soak strips of meat for 8 hours."", ""Dry to your taste.""]",www.cookbooks.com/Recipe-Details.aspx?id=806292,Gathered,"['soy sauce', 'Worcestershire sauce', 'ketchup', 'onion salt', 'garlic powder', 'salt', 'black pepper', 'ground cayenne red pepper']"
Snack Crackers,"[""1 (12 oz.) pkg. oyster crackers"", ""1 envelope Ranch buttermilk salad dressing mix"", ""3/4 to 1 c. oil"", ""3/4 tsp. lemon pepper"", ""1/2 tsp. oregano"", ""1/4 tsp. garlic powder""]","[""Mix Ranch salad dressing mix and oil until blended."", ""Add spices."", ""Pour over crackers."", ""Put in warm oven (about 200\u00b0) and stir several times."", ""Heat about 40 minutes or until dressing is gone.""]",www.cookbooks.com/Recipe-Details.aspx?id=1036513,Gathered,"['oyster crackers', 'buttermilk salad dressing', 'oil', 'lemon pepper', 'oregano', 'garlic powder']"
Manhattan Meat Loaf,"[""1 lb. 93% ground beef"", ""1 egg"", ""1 c. plain bread crumbs"", ""ketchup"", ""salt to taste"", ""fresh black pepper to taste"", ""1/4 tsp. thyme"", ""1 capful whiskey"", ""1 capful red vermouth"", ""6 slices cheese (American, Swiss, Cheddar)"", ""6 slices deli baked ham""]","[""Preheat oven to 350\u00b0."", ""Spray cookie sheet with Pam."", ""Spread wax paper on counter."", ""Roll hamburg into a large ball."", ""Place hamburg on wax paper."", ""Punch a hole in hamburg with fist."", ""Crack and drop egg into well."", ""Ring the top of well with ketchup."", ""Ring the bottom of well with bread crumbs."", ""Season with salt, pepper and thyme. Sprinkle on the whiskey and vermouth."", ""Knead entire mixture until all is combined."", ""Add more bread crumbs, if necessary."", ""Spread out 18-inch wax paper."", ""Transfer mixture to wax paper."", ""Roll out in a rectangle 5 x 9 x 1/4-inch."", ""Alternate ham and cheese slices."", ""Roll up like a jelly roll."", ""Tuck in all corners."", ""Place on greased sheet."", ""Bake 1 hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=52938,Gathered,"['ground beef', 'egg', 'bread crumbs', 'ketchup', 'salt', 'fresh black pepper', 'thyme', 'capful whiskey', 'capful red', 'cheese', 'deli']"
Spaghetti Sauce To Can,"[""1/2 bushel tomatoes"", ""1 c. oil"", ""1/4 c. minced garlic"", ""6 cans tomato paste"", ""3 peppers (2 sweet and 1 hot)"", ""1 1/2 c. sugar"", ""1/2 c. salt"", ""1 Tbsp. sweet basil"", ""2 Tbsp. oregano"", ""1 tsp. Italian seasoning""]","[""Cook ground or chopped peppers and onions in oil for 1/2 hour. Cook tomatoes and garlic as for juice."", ""Put through the mill."", ""(I use a food processor and do my tomatoes uncooked."", ""I then add the garlic right to the juice.)"", ""Add peppers and onions to juice and remainder of ingredients."", ""Cook approximately 1 hour."", ""Put in jars and seal."", ""Yields 7 quarts.""]",www.cookbooks.com/Recipe-Details.aspx?id=1059279,Gathered,"['tomatoes', 'oil', 'garlic', 'tomato paste', 'peppers', 'sugar', 'salt', 'sweet basil', 'oregano', 'Italian seasoning']"
Sunshine Salad,"[""1 pkg. (3 oz.) orange jello"", ""1 Tbsp. vinegar"", ""1/3 c. chopped pecans"", ""1 c. hot water"", ""1/2 tsp. salt"", ""1 (No. 2) can crushed pineapple (2 1/2 c.)"", ""1 c. grated coconut""]","[""Dissolve"", ""jello in hot water."", ""Drain pineapple, reserving syrup."", ""Add"", ""water to syrup to make one cup."", ""Add to jello with vinegar"", ""and"", ""salt."", ""Chill\tuntil"", ""partially"", ""set.\tFold carrots, pineapple and nuts into jello."", ""Turn into individual molds or 10 x 6 x 1 1/2-inch pan."", ""Chill until firm."", ""Serve on lettuce.""]",www.cookbooks.com/Recipe-Details.aspx?id=582107,Gathered,"['orange jello', 'vinegar', 'pecans', 'water', 'salt', 'pineapple', 'grated coconut']"
The Pottery Cornish Game Hen,"[""2 game hens (10 oz. each)"", ""2 c. red wine"", ""1 (No. 2) can white grapes"", ""cornstarch, mixed with water to thicken sauce"", ""salt and pepper"", ""1/2 c. currant jelly"", ""1 Tbsp. chicken base or 1 (No. 2) can chicken stock""]","[""Season hens with salt and pepper."", ""In saucepan, boil wine until alcohol is vaporized."", ""Add other ingredients and thicken with cornstarch to desired thickness."", ""Bake hens 1/2 hour at 400\u00b0. Baste hens with sauce to prevent drying out."", ""Serve hens with sauce."", ""Serves 2.""]",www.cookbooks.com/Recipe-Details.aspx?id=982658,Gathered,"['game hens', 'red wine', 'white grapes', 'cornstarch', 'salt', 'currant jelly', 'chicken base']"
Harvard Beets,"[""2 c. drained, sliced beets (save beet juice)"", ""2 Tbsp. margarine"", ""1/2 c. sugar"", ""1 Tbsp. flour"", ""1/2 tsp. salt"", ""1/4 c. vinegar"", ""1/4 c. beet juice""]","[""Melt margarine in a saucepan; add flour."", ""Stir."", ""Add sugar, salt, vinegar and beet juice gradually."", ""Cook until clear, stirring constantly."", ""Add sliced beets and heat thoroughly. Serves 4 to 6.""]",www.cookbooks.com/Recipe-Details.aspx?id=956650,Gathered,"['beets', 'margarine', 'sugar', 'flour', 'salt', 'vinegar', 'beet juice']"
Skewered Shrimp(For 4)  ,"[""1/4 lb. beef cubes"", ""4 Tbsp. Worcestershire sauce"", ""1 doz. large shrimp (20 count per lb. minimum size) (raw is better but precooked is okay)"", ""2 cloves garlic"", ""2 inches ginger root"", ""2 onions"", ""3 peppers"", ""2 small zucchini"", ""1 doz. small whole button mushrooms"", ""4 Tbsp. butter"", ""2 Tbsp. oil (olive or sesame)"", ""4 Tbsp. soy sauce"", ""1 Tbsp. cornstarch, slaked in 2 Tbsp. cool water (add water to cornstarch)""]","[""You will also need 4 (12-inch) skewers."", ""Requires marinating beef in advance.""]",www.cookbooks.com/Recipe-Details.aspx?id=955509,Gathered,"['beef cubes', 'Worcestershire sauce', 'shrimp', 'garlic', 'ginger root', 'onions', 'peppers', 'zucchini', 'button mushrooms', 'butter', 'oil', 'soy sauce', 'cornstarch']"
Italian Spaghetti Sauce,"[""1 lb. ground beef"", ""1/2 lb. pork"", ""1/2 lb. sausage"", ""1 lb. chopped onions"", ""1 c. catsup"", ""2 1/2 c. tomato puree"", ""2 1/2 tsp. salt"", ""1/2 tsp. Worcestershire sauce"", ""grated Parmesan cheese"", ""1/4 lb. margarine or butter"", ""1 chopped green pepper"", ""1/4 garlic clove"", ""1/4 tsp. pepper""]","[""Brown meat in butter in iron skillet."", ""Add onions, garlic and pepper."", ""Cook until slightly brown."", ""Add tomato puree, catsup, 1/2 cup water, Worcestershire sauce, salt and pepper."", ""Simmer, covered, 1 1/2 hours.""]",www.cookbooks.com/Recipe-Details.aspx?id=465347,Gathered,"['ground beef', 'pork', 'sausage', 'onions', 'catsup', 'tomato puree', 'salt', 'Worcestershire sauce', 'Parmesan cheese', 'margarine', 'green pepper', 'garlic', 'pepper']"
